,address,target_building_id,target_address
23044,"Ударников пр., 36",109169,"г.Санкт-Петербург, проспект Ударников, дом 36, литера А"
16461,"Красных Командиров пр., 9Б",126663,"Санкт-Петербург, город Сестрорецк, проспект Красных Командиров, дом 9, литера Б"
35514,"Динамо пр., 44К",55606,"г.Санкт-Петербург, проспект Динамо, дом 44, литера К"
33509,"Большая Подьяческая ул., 27",112933,"г.Санкт-Петербург, Большая Подьяческая улица, дом 27, литера А"
2442,"Тележная ул., 34",48404,"г.Санкт-Петербург, Тележная улица, дом 34, литера А"
37794,"Канонерская ул., 19-21",37334,"Санкт-Петербург, город Сестрорецк, Малая Канонерская улица, дом 19, литера А"
38662,"Морская ул., 17",36353,"г.Санкт-Петербург, Малая Морская улица, дом 17, литера А"
9456,"1-я Полевая ул., 23",21639,"г.Санкт-Петербург, 1-я Полевая улица, дом 23, литера А"
7023,"Динамо пр., 1хх",84305,"Санкт-Петербург, город Павловск, территория Динамо, Пионерская улица, дом 1, корпус 1, литера А"
30882,"5-я Советская ул., 35",75971,"г.Санкт-Петербург, 5-я Советская улица, дом 35"
194,"Среднеохтинский пр., 8",48292,"г.Санкт-Петербург, Среднеохтинский проспект, дом 8, литера А"
20073,"Госпитальная ул., 21",112815,"Санкт-Петербург, город Павловск, Госпитальная улица, дом 21, литера А"
4679,"Непокоренных пр., 13к4",71719,"г.Санкт-Петербург, проспект Непокорённых, дом 13, корпус 4, литера А"
9910,"Гагаринская ул., 8",55163,"Санкт-Петербург, город Сестрорецк, Ново-Гагаринская улица, дом 8, литера А"
32501,"Большой пр. ПС, 25А",109935,"г.Санкт-Петербург, Большой проспект П.С., дом 25"
23468,"Октябрьская ул., 49",79658,"Санкт-Петербург, город Колпино, Октябрьская улица, дом 49, литера А"
12499,"Адмиралтейство, 5",66197,"Санкт-Петербург, город Колпино, Адмиралтейская улица, дом 5, литера А"
11992,"Свободы пр., 2",131257,"Санкт-Петербург, город Сестрорецк, площадь Свободы, дом 2, литера А"
25737,"Двинская ул., 11",39033,"г.Санкт-Петербург, Двинская улица, дом 11, литера А"
32241,"Виленский пер., 15",105646,"г.Санкт-Петербург, Виленский переулок, дом 15, литера А"
21470,"Александровской Фермы пр., 1",13548,"г.Санкт-Петербург, проспект Александровской Фермы, дом 1, литера А"
25842,"Хошимина ул., 5к1",96506,"г.Санкт-Петербург, улица Хошимина, дом 5, корпус 1, литера А"
2223,"Большой Сампсониевский пр., 23",9238,"г.Санкт-Петербург, Большой Сампсониевский проспект, дом 23, литера А"
28260,"Лазо ул., 16А",41553,"г.Санкт-Петербург, улица Лазо, дом 16, литера А"
11377,"Малая Морская ул., 4х",163150,"г.Санкт-Петербург, Малая Морская улица, дом 4"
12977,"Рубакина ул., 18",3856,"Санкт-Петербург, город Ломоносов, улица Рубакина, дом 18/13, литера А"
32980,"Белоостровская ул., 4",19084,"Санкт-Петербург, посёлок Белоостров, Белоостровская улица, дом 4, литера А"
1307,"Мытнинская ул., 26",24892,"г.Санкт-Петербург, Мытнинская улица, дом 26"
8931,"Энгельса пр., 134к3",107461,"г.Санкт-Петербург, проспект Энгельса, дом 134, корпус 3, литера А"
19251,"Афонская ул., 16",57692,"г.Санкт-Петербург, Афонская улица, дом 16, литера А"
36416,"Динамо пр., 44Е",76681,"г.Санкт-Петербург, проспект Динамо, дом 44, литера А"
30382,"Московский пр., 164",43536,"г.Санкт-Петербург, Московский проспект, дом 164, литера А"
37018,"Обводного наб.к., 123Б",24050,"г.Санкт-Петербург, набережная Обводного канала, дом 123, литера Б"
16769,"Морская ул., 32",94115,"г.Санкт-Петербург, Большая Морская улица, дом 32, литера А"
17284,"Лесной пр., 17к2",96355,"г.Санкт-Петербург, Лесной проспект, дом 17, корпус 2, литера А"
4387,"Кустарный пер., 4",65963,"г.Санкт-Петербург, Кустарный переулок, дом 4, литера А"
15344,"Литейный пр., 54",101947,"г.Санкт-Петербург, Литейный проспект, дом 54, литера А"
36402,"Константиновский пр., 26",88830,"г.Санкт-Петербург, Константиновский проспект, дом 26, литера А"
27255,"Антонова-Овсеенко ул., 1к3",46916,"г.Санкт-Петербург, улица Антонова-Овсеенко, дом 1, корпус 3, литера А"
11886,"Карла Маркса ул., 9",79672,"Санкт-Петербург, муниципальный округ Константиновское, территория Сергиево, улица Карла Маркса, дом 9, литера А"
19360,"Самойловой ул., 5Б",64328,"г.Санкт-Петербург, улица Самойловой, дом 5, литера Б"
570,"Обводного наб.к., 120Б",61644,"г.Санкт-Петербург, набережная Обводного канала, дом 120, литера Б"
10321,"Павловское шоссе, 26",36469,"Санкт-Петербург, город Пушкин, Павловское шоссе, дом 26, литера А"
24140,"Большой пр., 15А",88874,"г.Санкт-Петербург, Большой Смоленский проспект, дом 15, литера А"
20570,"Васенко ул., 7",72434,"г.Санкт-Петербург, улица Васенко, дом 7, литера А"
32546,"Фурштатская ул., 43",27229,"г.Санкт-Петербург, Фурштатская улица, дом 43, литера А"
15993,"Энергетиков пр., 57Г",40375,"г.Санкт-Петербург, проспект Энергетиков, дом 57"
11079,"Союза Печатников ул., 29",8569,"г.Санкт-Петербург, улица Союза Печатников, дом 29, литера А"
24584,"Красных Командиров пр., 4",17267,"Санкт-Петербург, город Красное Село, проспект Красных Командиров, дом 4, литера А"
9754,"Панфилова ул., 5",78562,"г.Санкт-Петербург, Панфилова улица, дом 5а, литера А"
27637,"Сергиевка парк, 14",113232,"Санкт-Петербург, город Петергоф, Сергиевская улица, дом 14, литера А"
16930,"Восстания пл., 2А",113910,"г.Санкт-Петербург, площадь Восстания, дом 2, литера А"
23054,"Советский пр., 45",25057,"Санкт-Петербург, город Сестрорецк, Советский проспект, дом 45, литера А"
25462,"Лесная ул., 1",33931,"Санкт-Петербург, посёлок Репино, Лесная улица, дом 1, литера А"
21472,"Шелгунова ул., 9А",75227,"г.Санкт-Петербург, улица Шелгунова, дом 9, корпус 1, литера А"
6088,"Ленсовета ул., 14",125043,"г.Санкт-Петербург, улица Ленсовета, дом 14, литера А"
979,"Воронежская ул., 16",196936,"г.Санкт-Петербург, Воронежская улица, дом 16, литера А"
34710,"7-я линия ВО, 50",30390,"Санкт-Петербург, город Сестрорецк, тер. СНТ ""Разлив"", 7-я линия, дом 50, литера А"
16214,"Димитрова ул., 3к2",61368,"г.Санкт-Петербург, улица Димитрова, дом 3, корпус 2, литера А"
894,"Лесной пр., 19",66815,"г.Санкт-Петербург, Лесной проспект, дом 19, корпус 1, литера А"
36634,"Моисеенко ул., 12-14",14010,"г.Санкт-Петербург, улица Моисеенко, дом 12-14, литера А"
25475,"1-я Новая ул., 9",83395,"Санкт-Петербург, посёлок Репино, 1-я Новая улица, дом 9а, литера А"
1375,"5-я Советская ул., 23",19046,"г.Санкт-Петербург, 5-я Советская улица, дом 23"
33875,"14-я линия ВО, 67-69",4880,"г.Санкт-Петербург, 14-я линия В.О., дом 67-69, литера А"
6250,"Рябовское шоссе, 101",199025,"г.Санкт-Петербург, Рябовское шоссе, дом 101, корпус 1, литера А"
9932,"Октябрьская ул., 20",66233,"Санкт-Петербург, город Ломоносов, Октябрьская улица, дом 20, литера А"
25676,"Будапештская ул., 11В",99699,"г.Санкт-Петербург, Будапештская улица, дом 11, литера В"
31169,"Московский пр., 85",90894,"г.Санкт-Петербург, Московский проспект, дом 85, литера А"
17928,"Емельянова ул., 3Б",113208,"Санкт-Петербург, город Сестрорецк, улица Емельянова, дом 3, литера Б"
19306,"Салова ул., 40",39554,"г.Санкт-Петербург, улица Салова, дом 40, литера А"
24777,"Рощинская ул., 2Л",35143,"г.Санкт-Петербург, Рощинская улица, дом 2, литера Л"
24422,"Волнистая ул., 5",27779,"Санкт-Петербург, посёлок Репино, Волнистая улица, дом 5, литера А"
38467,"Обуховской Обороны пр., 191х",199603,"г.Санкт-Петербург, проспект Обуховской Обороны, дом 191, литера А, сооружение 1"
8916,"Старо-Петергофский пр., 23",114104,"г.Санкт-Петербург, Старо-Петергофский проспект, дом 23"
9139,"Грибоедова наб.к., 72Л",198582,"г.Санкт-Петербург, набережная канала Грибоедова, дом 72, литера Л"
136,"Красина ул., 12",58607,"Санкт-Петербург, муниципальный округ Константиновское, территория Сергиево, улица Красина, дом 12, литера А"
23306,"Луговой парк, 3",101507,"Санкт-Петербург, посёлок Серово, Луговой переулок, дом 3, литера А"
15788,"4-я линия ВО, 3х",15727,"г.Санкт-Петербург, 4-я линия В.О., дом 1-3, литера А"
25910,"Блохина ул., 25",68950,"г.Санкт-Петербург, улица Блохина, дом 25, литера А"
2114,"Английская наб., 46",39240,"г.Санкт-Петербург, Английская набережная, дом 46"
34568,"Тамбовская ул., 16",68532,"г.Санкт-Петербург, Тамбовская улица, дом 16, литера А"
38449,"Цитадельское шоссе, 14х",10470,"Санкт-Петербург, город Кронштадт, Цитадельское шоссе, дом 14, литера А"
1708,"Малый пр. ВО, 72",111447,"г.Санкт-Петербург, Малый проспект В.О., дом 72"
29221,"Красносельское шоссе, 14АК",127629,"Санкт-Петербург, город Пушкин, Красносельское шоссе, дом 14, корпус 1, литера А"
27436,"Адмиралтейская ул., 51х",16312,"Санкт-Петербург, город Колпино, Адмиралтейская улица, дом 51, литера А"
28748,"Нижняя Колония ул., 22",103346,"Санкт-Петербург, посёлок Стрельна, улица Нижняя Колония, дом 22, литера А"
31424,"Лоцманская ул., 8",92310,"г.Санкт-Петербург, Лоцманская улица, дом 8"
7896,"Дыбенко ул., 26",100527,"г.Санкт-Петербург, улица Дыбенко, дом 26, литера А"
38780,"Ижорского Батальона ул., 7А",76565,"Санкт-Петербург, город Колпино, улица Ижорского Батальона, дом 7, литера А"
11304,"Софийский бульв., 3б",4538,"Санкт-Петербург, город Пушкин, Софийский бульвар, дом 3б, литера А"
28568,"Измайловский пр., 7А",75467,"г.Санкт-Петербург, Измайловский проспект, дом 7, литера А"
15347,"Краснофлотское шоссе, 4В",81080,"Санкт-Петербург, город Ломоносов, Краснофлотское шоссе, дом 4, литера В"
11009,"2-я Жерновская ул., 20",30587,"г.Санкт-Петербург, 2-я Жерновская улица, дом 20, литера А"
36834,"Кузнецовская ул., 46-48",34145,"г.Санкт-Петербург, Кузнецовская улица, дом 46, литера А"
15242,"Кадетская линия ВО, 1к1",44383,"г.Санкт-Петербург, Кадетская линия В.О., дом 1, корпус 2, литера А"
20785,"2-я Тарховская ул., 46",93124,"Санкт-Петербург, город Сестрорецк, 2-я Тарховская улица, дом 46, литера А"
21574,"Кушелевская дорога, 3к7",210367,"г.Санкт-Петербург, Кушелевская дорога, дом 3, корпус 7, литера А"
10043,"Леонтьевская ул., 35",91817,"Санкт-Петербург, город Пушкин, Леонтьевская улица, дом 35, литера А"
35178,"Средний пр. ВО, 9",72798,"г.Санкт-Петербург, Средний проспект В.О., дом 9, литера А"
18666,"Благодатная ул., 18",80913,"г.Санкт-Петербург, Благодатная улица, дом 18, литера А"
30808,"Трефолева ул., 38",10828,"г.Санкт-Петербург, улица Трефолева, дом 38, литера А"
20514,"Поклонногорская ул., 52",111994,"г.Санкт-Петербург, Поклонногорская улица, дом 52, литера А"
14916,"Лесопарковая ул., 40",23595,"г.Санкт-Петербург, Лесопарковая улица, дом 40, литера А"
32817,"Загородный пр., 49Б",39184,"г.Санкт-Петербург, Загородный проспект, дом 49"
38851,"Приморское шоссе, 640х",45825,"Санкт-Петербург, посёлок Серово, Приморское шоссе, дом 640, литера А"
14614,"Митрофаньевское шоссе, 6А",139698,"г.Санкт-Петербург, Митрофаньевское шоссе, дом 6а, литера А"
33065,"3-я Красноармейская ул., 10",72890,"г.Санкт-Петербург, 3-я Красноармейская улица, дом 10, литера А"
35846,"Бронницкая ул., 23",37532,"г.Санкт-Петербург, Бронницкая улица, дом 23, литера А"
35005,"Суворовский пр., 48",63260,"г.Санкт-Петербург, Суворовский проспект, дом 48"
36132,"Каменноостровский пр., 58к1",36141,"г.Санкт-Петербург, Каменноостровский проспект, дом 58"
18623,"Исполкомская ул., 7-9Б",103624,"г.Санкт-Петербург, Исполкомская улица, дом 7-9, литера Б"
23774,"Косая линия ВО, 16к25",11513,"г.Санкт-Петербург, Косая линия, дом 16, корпус 25, литера А"
11106,"Прудовая ул., 8",38297,"Санкт-Петербург, город Петергоф, Прудовая улица, дом 8, литера А"
11048,"Энергетиков пр., 10А",141632,"г.Санкт-Петербург, проспект Энергетиков, дом 10, литера А"
19158,"Декабристов пер., 4х",79309,"г.Санкт-Петербург, переулок Декабристов, дом 4, литера А"
29673,"Невский пр., 184",42756,"г.Санкт-Петербург, Невский проспект, дом 184, литера А"
38611,"Песочная ул., 36",31062,"Санкт-Петербург, город Пушкин, Песочная улица, дом 36, литера А"
23192,"Новоорловская ул., 48",73365,"г.Санкт-Петербург, Новоорловская улица, дом 48, литера А"
2789,"Замятин пер., 2",84435,"г.Санкт-Петербург, Замятин переулок, дом 2"
6381,"Никольская пл., 1В",61074,"г.Санкт-Петербург, Никольская площадь, дом 1, литера В"
17923,"Красных Командиров пр., 38х",77008,"Санкт-Петербург, город Красное Село, проспект Красных Командиров, дом 38, литера А"
10808,"Червонного Казачества ул., 12",35919,"г.Санкт-Петербург, улица Червонного Казачества, дом 12, литера А"
2487,"Большой пр. ВО, 55хх",138721,"г.Санкт-Петербург, Большой проспект В.О., дом 55, литера А"
25366,"Осипенко ул., 23",47786,"Санкт-Петербург, посёлок Комарово, улица Осипенко, дом 23, литера А"
9918,"Боровая ул., 6",131124,"г.Санкт-Петербург, Боровая улица, дом 6, литера А"
28763,"1-я Лесная ул., 31",57738,"Санкт-Петербург, город Зеленогорск, 1-я Лесная улица, дом 31, литера А"
23643,"Караванная ул., 2",53080,"г.Санкт-Петербург, Караванная улица, дом 2"
444,"1-я Советская ул., 8",70796,"г.Санкт-Петербург, 1-я Советская улица, дом 8, литера А"
32097,"Кронверкский пр., 7",111462,"г.Санкт-Петербург, Кронверкский проспект, дом 7, литера А"
30917,"Конная ул., 24",19408,"г.Санкт-Петербург, Конная улица, дом 24, литера А"
4507,"Верейская ул., 48",42963,"г.Санкт-Петербург, Верейская улица, дом 48, литера А"
27006,"Рыбацкая ул., 12",42718,"г.Санкт-Петербург, Рыбацкая улица, дом 12, литера А"
28774,"Репина пл., 1х",53814,"г.Санкт-Петербург, площадь Репина, дом 1"
28486,"Шарова ул., 9",42874,"г.Санкт-Петербург, Шарова улица, дом 9, литера А"
3520,"Троицкий пр., 12",27720,"г.Санкт-Петербург, Троицкий проспект, дом 12, литера А"
5763,"Робеспьера наб., 12",63470,"г.Санкт-Петербург, Воскресенская набережная, дом 12"
19039,"Сапёрная ул., 45",39455,"Санкт-Петербург, город Пушкин, Сапёрная улица, дом 45, литера А"
37971,"Красных Зорь бульв., 26",63178,"г.Санкт-Петербург, бульвар Красных Зорь, дом 26, литера А"
13206,"Кондратьевский пр., 85к2",4155,"г.Санкт-Петербург, Кондратьевский проспект, дом 85, корпус 2, литера А"
27298,"Народная ул., 3к2",210757,"г.Санкт-Петербург, Народная улица, дом 3, корпус 2, литера А"
27834,"Трудящихся бульв., 9А",53086,"Санкт-Петербург, город Колпино, бульвар Трудящихся, дом 9, литера А"
10177,"Красной Звезды ул., 22",66873,"Санкт-Петербург, город Пушкин, улица Красной Звезды, дом 22, литера А"
9908,"3-я линия ВО, 52к1",15412,"г.Санкт-Петербург, 3-я линия В.О., дом 52, литера А"
6274,"Обводного наб.к., 134-138к233",88914,"г.Санкт-Петербург, набережная Обводного канала, дом 134-138"
7260,"Малая Морская ул., 10",1292,"г.Санкт-Петербург, Малая Морская улица, дом 10, литера А"
17498,"Павильон Урицкого, 10-12",47052,"Санкт-Петербург, город Пушкин, Павильон Урицкого, дом 10, литера А"
8792,"Коли Томчака ул., 1",9882,"г.Санкт-Петербург, улица Коли Томчака, дом 1"
13470,"Пушкинская ул., 13Ах",59895,"г.Санкт-Петербург, Пушкинская улица, дом 13, литера А"
33084,"Басков пер., 36",197815,"г.Санкт-Петербург, Басков переулок, дом 36, литера А"
12013,"Адмиралтейство, 7",9077,"Санкт-Петербург, город Колпино, Адмиралтейская улица, дом 7, литера А"
31059,"Караваевская ул., 6",101665,"г.Санкт-Петербург, Караваевская улица, дом 6, литера А"
31762,"Тюшина ул., 8",30500,"г.Санкт-Петербург, улица Тюшина, дом 8, литера А"
12429,"Сапёрная ул., 22",5144,"Санкт-Петербург, город Пушкин, Сапёрная улица, дом 22, литера А"
21553,"Маршала Блюхера пр., 12ВО",295,"г.Санкт-Петербург, проспект Маршала Блюхера, дом 12, литера ВО"
4346,"Заставская ул., 11к1",37705,"г.Санкт-Петербург, Заставская улица, дом 11, корпус 1, литера А"
17799,"Обводного наб.к., 40Б",2510,"г.Санкт-Петербург, набережная Обводного канала, дом 40, литера Б"
33610,"Малоохтинский пр., 68",50658,"г.Санкт-Петербург, Малоохтинский проспект, дом 68, литера А"
19164,"Электропультовцев ул., 7Т",96023,"Санкт-Петербург, муниципальный округ Ржевка, улица Электропультовцев, дом 7, литера Т"
20126,"Седова ул., 24к1",8817,"г.Санкт-Петербург, улица Седова, дом 24, корпус 1, литера В"
14209,"Межевая ул., 19",77664,"Санкт-Петербург, город Зеленогорск, Межевая улица, дом 19, литера А"
24674,"Кузьминское шоссе, 66",20851,"Санкт-Петербург, город Пушкин, Кузьминское шоссе, дом 66, литера А"
37182,"Лодейнопольская ул., 5",5064,"г.Санкт-Петербург, Лодейнопольская улица, дом 5, литера А"
11601,"Петергофская ул., 15",127759,"Санкт-Петербург, город Петергоф, Петергофская улица, дом 15, литера В"
1429,"Промышленная ул., 32",101166,"г.Санкт-Петербург, Промышленная улица, дом 32"
4378,"Грота ул., 1",196690,"г.Санкт-Петербург, улица Грота, дом 1"
15859,"Октябрьская наб., 88к1",96979,"г.Санкт-Петербург, Октябрьская набережная, дом 88, корпус 1, литера Б"
17714,"Курчатова ул., 8",25240,"г.Санкт-Петербург, улица Курчатова, дом 8"
37535,"Балтийская ул., 38-40",52406,"г.Санкт-Петербург, Балтийская улица, дом 38, литера А"
27199,"Советский пер., 4х",29826,"Санкт-Петербург, посёлок Солнечное, Советский переулок, дом 4, корпус 1, литера А"
32146,"Чернышевского пр., 7",101799,"г.Санкт-Петербург, проспект Чернышевского, дом 7"
7373,"Дерптский пер., 3",12277,"г.Санкт-Петербург, Дерптский переулок, дом 3, литера А"
28377,"Красногвардейский пер., 15Х",76458,"г.Санкт-Петербург, Красногвардейский переулок, дом 15, литера Х"
14777,"Жилой Городок, 4",51951,"Санкт-Петербург, посёлок Стрельна, территория Жилой городок, дом 4, литера А"
23194,"Александровская ул., 3",3633,"г.Санкт-Петербург, Ново-Александровская улица, дом 3, литера А"
38363,"2-й Муринский пр., 29",81736,"г.Санкт-Петербург, 2-й Муринский проспект, дом 29, литера А"
5703,"Дерптский пер., 4",10170,"г.Санкт-Петербург, Дерптский переулок, дом 2-4"
32661,"12-я линия ВО, 19",4894,"г.Санкт-Петербург, 12-я линия В.О., дом 19, литера А"
23552,"Приморское шоссе, 380к2",126934,"Санкт-Петербург, посёлок Солнечное, Приморское шоссе, дом 380, корпус 2, строение 1"
9569,"Курляндская ул., 35Г",71966,"г.Санкт-Петербург, Курляндская улица, дом 35, литера Г"
29422,"Фонтанки наб., 160",14344,"г.Санкт-Петербург, набережная реки Фонтанки, дом 160"
24117,"Краснодонская ул., 27",34455,"г.Санкт-Петербург, Краснодонская улица, дом 27, корпус 1, литера А"
33538,"Галерная ул., 21",21486,"г.Санкт-Петербург, Галерная улица, дом 21, литера А"
23809,"Карла Маркса пр., 20",97049,"Санкт-Петербург, посёлок Левашово, проспект Карла Маркса, дом 20, литера А"
28617,"Малая ул., 64",19684,"Санкт-Петербург, город Пушкин, Малая улица, дом 64, литера А"
6028,"Рентгена ул., 13",34862,"г.Санкт-Петербург, улица Рентгена, дом 13, литера Б"
3677,"Воронежская ул., 17х",13511,"г.Санкт-Петербург, Воронежская улица, дом 15-17, литера А"
5686,"Новоладожская ул., 6а",198929,"г.Санкт-Петербург, Новоладожская улица, дом 6, литера А"
32508,"Обводного наб.к., 118Е",16939,"г.Санкт-Петербург, набережная Обводного канала, дом 118"
30522,"Черняховского ул., 6",44047,"г.Санкт-Петербург, улица Черняховского, дом 6"
8431,"Гражданский пр., 114к6",54990,"г.Санкт-Петербург, Гражданский проспект, дом 114, корпус 6, литера А"
59,"Малой Невки наб., 16",88192,"г.Санкт-Петербург, набережная реки Малой Невки, дом 16-18, литера Х"
5661,"Садовая ул., 2",48742,"г.Санкт-Петербург, Садовая улица, дом 2, литера А"
31931,"Иностранный пер., 3",8056,"г.Санкт-Петербург, Иностранный переулок, дом 3"
21948,"Большой пр. ПС, 104",43471,"г.Санкт-Петербург, Большой проспект П.С., дом 104, литера А"
13919,"Шишмаревский пер., 10",9033,"г.Санкт-Петербург, Шишмарёвский переулок, дом 10, литера А"
35303,"Средний пр. ВО, 23",21584,"г.Санкт-Петербург, Средний проспект В.О., дом 23, литера А"
4275,"Лабораторная ул., 4",75207,"г.Санкт-Петербург, Лабораторная улица, дом 4, литера А"
31022,"Большой пр. ВО, 79",2777,"г.Санкт-Петербург, Большой проспект В.О., дом 79"
26915,"Разводная ул., 15К",49338,"Санкт-Петербург, город Петергоф, Разводная улица, дом 15, литера К"
21583,"Водопроводный пер., 2А",72288,"г.Санкт-Петербург, Водопроводный переулок, дом 2"
5807,"Шпалерная ул., 60",12491,"г.Санкт-Петербург, Шпалерная улица, дом 60, литера А"
18944,"Петровская коса, 9",72092,"г.Санкт-Петербург, Петровская коса, дом 9, корпус 2, литера А"
1047,"Тележная ул., 6",73127,"г.Санкт-Петербург, Тележная улица, дом 6"
3127,"Английская наб., 74",79732,"г.Санкт-Петербург, Английская набережная, дом 74, литера А"
8015,"Боткинская ул., 4",6835,"г.Санкт-Петербург, Боткинская улица, дом 4, литера А"
21280,"Девятого Января ул., 1",30920,"Санкт-Петербург, город Павловск, улица Девятого Января, дом 1"
1955,"Глеба Успенского ул., 7БД",104252,"г.Санкт-Петербург, улица Глеба Успенского, дом 7, литера БД"
2018,"Тележная ул., 31",76908,"г.Санкт-Петербург, Тележная улица, дом 31, литера А"
10617,"Приморский пр., 61",4824,"г.Санкт-Петербург, Приморский проспект, дом 61, литера А"
20762,"4-я Красноармейская ул., 17",198673,"г.Санкт-Петербург, 4-я Красноармейская улица, дом 17, литера А"
1350,"5-я Советская ул., 29",65554,"г.Санкт-Петербург, 5-я Советская улица, дом 29, литера А"
15563,"Камышинская ул., 15х",10283,"г.Санкт-Петербург, Камышинская улица, дом 15, литера А"
31271,"Конная ул., 15",29912,"г.Санкт-Петербург, Конная улица, дом 15, литера А"
27680,"Екатерининский парк, 1А",107397,"г.Санкт-Петербург, Екатерининский проспект, дом 1, литера А"
14848,"Лабутина ул., 27",70223,"г.Санкт-Петербург, улица Лабутина, дом 27"
33829,"Якубовича ул., 8",71531,"г.Санкт-Петербург, улица Якубовича, дом 8, литера А"
25100,"Рядовая ул., 5",58788,"г.Санкт-Петербург, Рядовая улица, дом 5/39, литера А"
20924,"Якобштадтский пер., 7",85102,"г.Санкт-Петербург, Якобштадтский переулок, дом 7"
38170,"Токарева ул., 16-18",104524,"Санкт-Петербург, город Сестрорецк, улица Токарева, дом 16, литера А"
34103,"Водопроводный пер., 2",72288,"г.Санкт-Петербург, Водопроводный переулок, дом 2"
11165,"Большой пр. ВО, 36п",60917,"г.Санкт-Петербург, Большой проспект В.О., дом 36"
16378,"Приморское шоссе, 350",59921,"Санкт-Петербург, город Сестрорецк, Приморское шоссе, дом 350, литера А"
2010,"Стремянная ул., 15",101532,"г.Санкт-Петербург, Стремянная улица, дом 15"
10678,"Троицкий пр., 18",63945,"г.Санкт-Петербург, Троицкий проспект, дом 18, литера А"
138,"Малыгина ул., 4",91716,"г.Санкт-Петербург, улица Малыгина, дом 4, литера А"
19743,"Грибоедова наб.к., 50-54",36497,"г.Санкт-Петербург, набережная канала Грибоедова, дом 50-52-54"
16627,"Парки Ораниенбаума, 19",47192,"Санкт-Петербург, город Ломоносов, Ораниенбаумский проспект, дом 19, литера А"
33498,"Мойки наб., 104п",96500,"г.Санкт-Петербург, набережная реки Мойки, дом 104, литера А"
28634,"Выборгская ул., 4к2с1",219055,"г.Санкт-Петербург, Выборгская улица, дом 4, корпус 2, строение 1"
2630,"Краснопутиловская ул., 69",63049,"г.Санкт-Петербург, Краснопутиловская улица, дом 69, литера А"
31684,"Лабутина ул., 31",55343,"г.Санкт-Петербург, улица Лабутина, дом 31"
3590,"Маршала Жукова пр., 72-74",20170,"г.Санкт-Петербург, проспект Маршала Жукова, дом 72, корпус 1, литера А"
37017,"Седова ул., 61-83",29649,"г.Санкт-Петербург, улица Седова, дом 61, литера А"
10874,"Краснофлотское шоссе, 10",89623,"Санкт-Петербург, город Ломоносов, Краснофлотское шоссе, дом 10, литера А"
12101,"Воровского ул., 2",18408,"Санкт-Петербург, город Петергоф, улица Воровского, дом 2, литера А"
24282,"Кронштадтское шоссе, 29С",58365,"Санкт-Петербург, город Кронштадт, Кронштадтское шоссе, дом 29, литера С"
16248,"Белы Куна ул., 3",131408,"г.Санкт-Петербург, улица Белы Куна, дом 3, литера А"
2492,"Курляндская ул., 29А",32120,"г.Санкт-Петербург, Курляндская улица, дом 29, литера А"
105,"Одесская ул., 1-3",109936,"г.Санкт-Петербург, Одесская улица, дом 1"
19410,"Садовая ул., 23х",70477,"Санкт-Петербург, посёлок Левашово, Садовая улица, дом 23"
10739,"Лермонтовский пр., 3",10754,"г.Санкт-Петербург, Лермонтовский проспект, дом 3, литера А"
32277,"Восстания ул., 36",6984,"Санкт-Петербург, город Кронштадт, улица Восстания, дом 36, литера А"
15073,"Приморское шоссе, 200",75397,"Санкт-Петербург, город Сестрорецк, Приморское шоссе, дом 200, литера А"
34652,"Мончегорская ул., 10",91208,"г.Санкт-Петербург, Мончегорская улица, дом 10, литера А"
13683,"Маршала Жукова пр., 74к1",3403,"г.Санкт-Петербург, проспект Маршала Жукова, дом 74, корпус 1, литера А"
29455,"Дегтярная ул., 8А",107337,"г.Санкт-Петербург, Дегтярная улица, дом 8а, литера Б"
32841,"Рузовская ул., 25",104251,"г.Санкт-Петербург, Рузовская улица, дом 25, литера А"
2810,"Большая Десятинная ул., 15",207428,"г.Санкт-Петербург, Большая Десятинная улица, дом 15, литера Б"
22440,"Караванная ул., 4",24704,"г.Санкт-Петербург, Караванная улица, дом 4"
2049,"4-я Красноармейская ул., 4А",30026,"г.Санкт-Петербург, 4-я Красноармейская улица, дом 4, литера А"
5359,"Курляндская ул., 7",6540,"г.Санкт-Петербург, Курляндская улица, дом 7"
25116,"Захарьевская ул., 2Б",112906,"Санкт-Петербург, посёлок Лисий Нос, Захарьевская улица, дом 2, литера Б"
16109,"Ломоносова пл., 1",90729,"г.Санкт-Петербург, улица Ломоносова, дом 1"
9367,"Малая Садовая ул., 2",104008,"Санкт-Петербург, муниципальный округ Пулковский меридиан, тер. СНТ ""Пенсионеров Ленинского района"", Малая Садовая улица, дом 2, литера А"
1226,"Лахтинская ул., 21",51515,"г.Санкт-Петербург, Лахтинская улица, дом 21, литера А"
10441,"Конюшенная ул., 4А",94873,"г.Санкт-Петербург, Малая Конюшенная улица, дом 4"
16471,"Александровский парк, 6х",33077,"г.Санкт-Петербург, Александровский парк, дом 6, литера А"
27762,"Академика Павлова ул., 14аН",28202,"г.Санкт-Петербург, улица Академика Павлова, дом 14а, литера Н"
11323,"Миллионная ул., 29",104004,"г.Санкт-Петербург, Миллионная улица, дом 29, литера А"
10707,"Союза Печатников ул., 10",18122,"г.Санкт-Петербург, улица Союза Печатников, дом 10, литера А"
21277,"Вознесенский пр., 22",40937,"г.Санкт-Петербург, Вознесенский проспект, дом 22"
