,address,target_building_id,target_address
4351,"Ланское, д.10",61669,"г.Санкт-Петербург, Ланское шоссе, дом 10, корпус 1, литера А"
3949,"Серебряков, д.9",34923,"г.Санкт-Петербург, Серебряков переулок, дом 9, литера А"
2249,"Кронштадтское, д.34",67858,"Санкт-Петербург, город Кронштадт, Кронштадтское шоссе, дом 34, литера А"
3093,"Седова, д.87",73323,"г.Санкт-Петербург, улица Седова, дом 87, корпус 1, литера З"
5692,"Валерия Гаврилина, д.5",139497,"Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, дом 5, литера А"
1592,"2-я Комсомольская, д.19",89578,"г.Санкт-Петербург, 2-я Комсомольская улица, дом 19, корпус 1, литера А"
828,"Гражданский, д.118",62830,"г.Санкт-Петербург, Гражданский проспект, дом 118, корпус 1, литера А"
1857,"Гатчинское, д.2",8883,"Санкт-Петербург, город Красное Село, Гатчинское шоссе, дом 2, литера А"
1980,"Ветеранов, д.130",24306,"г.Санкт-Петербург, проспект Ветеранов, дом 130, литера А"
4908,"Заводской, д.56",40087,"Санкт-Петербург, город Колпино, Заводской проспект, дом 56, литера А"
3636,"Испытателей, д.26",70106,"г.Санкт-Петербург, проспект Испытателей, дом 26, литера А"
3298,"Таллинская, д.6б",13330,"г.Санкт-Петербург, Таллинская улица, дом 6б, литера А"
3024,"Рабфаковская, д.3",53177,"г.Санкт-Петербург, Рабфаковская улица, дом 3, корпус 1, литера С"
5071,"Ленина, д.21",197335,"Санкт-Петербург, посёлок Шушары, улица Ленина, дом 21, литера А"
5989,"Сиреневый, д.9",198991,"г.Санкт-Петербург, Сиреневый бульвар, дом 9, литера А"
4948,"Павловская, д.72",14971,"Санкт-Петербург, город Колпино, Павловская улица, дом 72, литера А"
4112,"Авиаконструкторов, д.49",69896,"г.Санкт-Петербург, проспект Авиаконструкторов, дом 49, литера А"
6139,"Демьяна Бедного, д.26",17154,"г.Санкт-Петербург, улица Демьяна Бедного, дом 26, корпус 1, литера А"
6179,"Культуры, д.23",84320,"г.Санкт-Петербург, проспект Культуры, дом 23, корпус 1, литера А"
4905,"Заводской, д.40",40662,"Санкт-Петербург, город Колпино, Заводской проспект, дом 40, литера А"
2520,"Чудновского, д.17",26294,"г.Санкт-Петербург, улица Чудновского, дом 17, литера А"
3548,"Беговая, д.5",25909,"г.Санкт-Петербург, Беговая улица, дом 5, корпус 1, литера А"
6355,"Энгельса, д.134",87359,"г.Санкт-Петербург, проспект Энгельса, дом 134, корпус 1, литера А"
6793,"Народного Ополчения, д.63",107888,"г.Санкт-Петербург, проспект Народного Ополчения, дом 63, литера А"
975,"Свердловская, д.64",15526,"г.Санкт-Петербург, Свердловская набережная, дом 64, литера А"
3810,"Планерная, д.45",198942,"г.Санкт-Петербург, Планерная улица, дом 45, корпус 1, литера А"
6442,"Приозерское (Осиновая Роща), д.12",125701,"Санкт-Петербург, посёлок Парголово, территория Осиновая Роща, Приозерское шоссе, дом 12, корпус 1, литера А"
661,"Даниила Хармса, д.5",204797,"г.Санкт-Петербург, улица Даниила Хармса, дом 5, корпус 1, литера А"
7045,"Красносельское, д.18",118009,"Санкт-Петербург, город Пушкин, Красносельское шоссе, дом 18, корпус 1, литера А"
5013,"Вокзальная, д.11",198698,"Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А"
4941,"Оборонная, д.4",134398,"Санкт-Петербург, город Колпино, Оборонная улица, дом 4, корпус 2, литера А"
5231,"Тосненский, д.14",48060,"Санкт-Петербург, город Колпино, Тосненский переулок, дом 14, литера А"
4955,"Павловская, д.96",42314,"Санкт-Петербург, город Колпино, Павловская улица, дом 96, литера А"
5102,"Машиностроителей, д.5",69294,"Санкт-Петербург, город Колпино, улица Машиностроителей, дом 5, литера А"
5451,"Заводской, д.60",113557,"Санкт-Петербург, город Колпино, Заводской проспект, дом 60, литера А"
3286,"Дальневосточный, д.8",206970,"г.Санкт-Петербург, Дальневосточный проспект, дом 8, корпус 1, литера А"
3360,"Товарищеский, д.14",100782,"г.Санкт-Петербург, Товарищеский проспект, дом 14, литера А"
1809,"Пионерстроя, д.27",47591,"г.Санкт-Петербург, улица Пионерстроя, дом 27, литера А"
3782,"2-я Никитинская, д.60",60872,"г.Санкт-Петербург, 2-я Никитинская улица, дом 60, литера А"
1684,"Партизана Германа, д.43",105088,"г.Санкт-Петербург, улица Партизана Германа, дом 43, литера А"
2251,"Кронштадтское, д.38",19169,"Санкт-Петербург, город Кронштадт, Кронштадтское шоссе, дом 38, литера А"
4388,"Приморский, д.9",105857,"г.Санкт-Петербург, Приморский проспект, дом 9, литера А"
6696,"Поэтический, д.1",36137,"г.Санкт-Петербург, Поэтический бульвар, дом 1, корпус 1, литера А"
4810,"Трудящихся, д.3",69719,"Санкт-Петербург, город Колпино, бульвар Трудящихся, дом 3, литера А"
2,"Бутлерова, д.8",13658,"г.Санкт-Петербург, улица Бутлерова, дом 8, литера А"
4408,"Савушкина, д.70",37087,"г.Санкт-Петербург, улица Савушкина, дом 70, литера А"
2369,"Флотская, д.5",51448,"Санкт-Петербург, город Кронштадт, Флотская улица, дом 5, литера А"
4402,"Савушкина, д.41",13037,"г.Санкт-Петербург, улица Савушкина, дом 41, литера А"
6964,"Пулковское, д.31",197859,"Санкт-Петербург, посёлок Шушары, Пулковское, дом 31, литера А"
3074,"Седова, д.128",105205,"г.Санкт-Петербург, улица Седова, дом 128, литера Ф"
3712,"Комендантский, д.14",52810,"г.Санкт-Петербург, Комендантский проспект, дом 14, корпус 1, литера А"
6381,"Сиреневый, д.15",16917,"г.Санкт-Петербург, Сиреневый бульвар, дом 15, литера А"
4677,"Яхтенная, д.34",214876,"г.Санкт-Петербург, Яхтенная улица, дом 34, строение 1"
1527,"Авангардная, д.24",21474,"г.Санкт-Петербург, Авангардная улица, дом 24, литера А"
7053,"Красносельское, д.67",52255,"Санкт-Петербург, город Пушкин, Красносельское шоссе, дом 67, литера А"
4339,"Дибуновская, д.9",47553,"г.Санкт-Петербург, Дибуновская улица, дом 9, литера А"
2100,"2-я Комсомольская, д.25",5871,"г.Санкт-Петербург, 2-я Комсомольская улица, дом 25, корпус 1, литера А"
2543,"Гранитная, д.60",95884,"г.Санкт-Петербург, Гранитная улица, дом 60, литера А"
7096,"Лесное, д.7",44028,"Санкт-Петербург, город Пушкин, Лесное, дом 7, литера А"
6584,"Приозерское (Осиновая Роща), д.13",4969,"Санкт-Петербург, посёлок Парголово, территория Осиновая Роща, Приозерское шоссе, дом 13, литера А"
712,"Тореза, д.30",87882,"г.Санкт-Петербург, проспект Тореза, дом 30, литера З"
136,"Тореза, д.20",36739,"г.Санкт-Петербург, проспект Тореза, дом 20, литера А"
665,"Маршака, д.12",204803,"г.Санкт-Петербург, проспект Маршака, дом 12, корпус 2, литера А"
4743,"Фучика, д.15",81730,"г.Санкт-Петербург, улица Фучика, дом 15, литера А"
2989,"Подвойского, д.40",83819,"г.Санкт-Петербург, улица Подвойского, дом 40, корпус 1, литера Н"
5166,"Пролетарская, д.109",16692,"Санкт-Петербург, город Колпино, Пролетарская улица, дом 109, литера А"
4664,"Савушкина, д.145",49611,"г.Санкт-Петербург, улица Савушкина, дом 145, литера А"
6351,"Сахарный, д.2/35",83454,"г.Санкт-Петербург, Сахарный переулок, дом 2"
5695,"Асафьева, д.10",79815,"г.Санкт-Петербург, улица Асафьева, дом 10, литера А"
1720,"Политрука Пасечника (Торики), д.7",60416,"г.Санкт-Петербург, Торики, улица Политрука Пасечника, дом 7, литера А"
5224,"Тверская, д.47",92590,"Санкт-Петербург, город Колпино, Тверская улица, дом 47, литера А"
5051,"Комсомольского канала, д.17",50978,"Санкт-Петербург, город Колпино, набережная Комсомольского канала, дом 17, литера А"
1863,"Спирина, д.9",114959,"Санкт-Петербург, город Красное Село, улица Спирина, дом 9, корпус 1, литера А"
5920,"Саратовская, д.27",60602,"г.Санкт-Петербург, Саратовская улица, дом 27, литера А"
5338,"Загородная, д.58",91728,"Санкт-Петербург, город Колпино, Загородная улица, дом 58, литера А"
1482,"Политрука Пасечника (Торики), д.11",24006,"г.Санкт-Петербург, Торики, улица Политрука Пасечника, дом 11, корпус 1, литера А"
2600,"Таллинская, д.17",9396,"г.Санкт-Петербург, Таллинская улица, дом 17, литера А"
5145,"Павловская, д.15",65282,"Санкт-Петербург, город Колпино, Павловская улица, дом 15, литера А"
2577,"Новочеркасский, д.26/16",7604,"г.Санкт-Петербург, Новочеркасский проспект, дом 26"
2331,"Советская, д.19",69085,"г.Санкт-Петербург, 9-я Советская улица, дом 19, корпус 1, литера А"
1042,"Коммуны, д.44",51270,"г.Санкт-Петербург, улица Коммуны, дом 44, корпус 1, литера А"
5089,"Ленина, д.50",67056,"г.Санкт-Петербург, улица Ленина, дом 50, литера А"
1968,"Партизана Германа, д.22",87361,"г.Санкт-Петербург, улица Партизана Германа, дом 22, литера А"
3869,"Репищева, д.19",8944,"г.Санкт-Петербург, Репищева улица, дом 19, корпус 1, литера А"
6813,"Двинская, д.8",78863,"г.Санкт-Петербург, Двинская улица, дом 8, литера А"
2848,"Пинегина, д.16",4935,"г.Санкт-Петербург, улица Пинегина, дом 16, литера А"
6866,"Пушкинская, д.20",5586,"г.Санкт-Петербург, Пушкинская улица, дом 20, литера А"
1286,"Энтузиастов, д.45",6399,"г.Санкт-Петербург, проспект Энтузиастов, дом 45, корпус 1, литера А"
3715,"Комендантский, д.18",81082,"г.Санкт-Петербург, Комендантский проспект, дом 18, литера А"
5334,"Загородная, д.52",86158,"Санкт-Петербург, город Колпино, Загородная улица, дом 52, литера А"
5987,"Сиреневый, д.20",39878,"г.Санкт-Петербург, Сиреневый бульвар, дом 20, литера А"
4435,"Матроса Железняка, д.31",108718,"г.Санкт-Петербург, улица Матроса Железняка, дом 31, литера А"
3711,"Комендантский, д.10",12829,"г.Санкт-Петербург, Комендантский проспект, дом 10, корпус 1, литера А"
5472,"Пулковское, д.14",139706,"г.Санкт-Петербург, Пулковское шоссе, дом 14, литера А"
6279,"Суздальский, д.5",67204,"г.Санкт-Петербург, Суздальский проспект, дом 5, корпус 1, литера А"
1999,"Катерников, д.6",210026,"г.Санкт-Петербург, улица Катерников, дом 6, корпус 1, литера А"
4057,"Яхтенная, д.4",205419,"г.Санкт-Петербург, Яхтенная улица, дом 4, корпус 1, литера А"
3476,"Сердобольская, д.32",84723,"г.Санкт-Петербург, Сердобольская улица, дом 32, литера А"
6769,"Народного Ополчения, д.1",11548,"г.Санкт-Петербург, проспект Народного Ополчения, дом 1, литера А"
192,"Верности, д.18",43639,"г.Санкт-Петербург, улица Верности, дом 18, литера А"
5131,"Октябрьская, д.43",24248,"Санкт-Петербург, город Колпино, Октябрьская улица, дом 43, литера А"
4205,"Богатырский, д.64",43972,"г.Санкт-Петербург, Богатырский проспект, дом 64, корпус 1, литера А"
87,"Северный, д.63",35300,"г.Санкт-Петербург, Северный проспект, дом 63, корпус 1, литера А"
6546,"Светлановский, д.43",2833,"г.Санкт-Петербург, Светлановский проспект, дом 43, литера А"
93,"Северный, д.73",32654,"г.Санкт-Петербург, Северный проспект, дом 73, корпус 1, литера А"
2054,"Хвойный, д.93",,
6265,"Ольги Форш, д.13",131447,"г.Санкт-Петербург, улица Ольги Форш, дом 13, литера А"
4911,"Ижорского Батальона, д.14",13964,"Санкт-Петербург, город Колпино, улица Ижорского Батальона, дом 14, литера А"
3710,"Котельникова, д.6",41342,"г.Санкт-Петербург, аллея Котельникова, дом 6, корпус 1, литера А"
370,"Луначарского, д.106",110958,"г.Санкт-Петербург, проспект Луначарского, дом 106, литера А"
1060,"Краснодонская, д.11",113429,"г.Санкт-Петербург, Краснодонская улица, дом 11, литера А"
3627,"Долгоозёрная, д.6",47304,"г.Санкт-Петербург, Долгоозёрная улица, дом 6, корпус 1, литера А"
2710,"Бадаева, д.1",130035,"г.Санкт-Петербург, улица Бадаева, дом 1, корпус 1, литера А"
4190,"Мебельная, д.45",109848,"г.Санкт-Петербург, Мебельная улица, дом 45, корпус 1, литера А"
1470,"Красносельское (Горелово), д.40",136333,"Санкт-Петербург, муниципальный округ Горелово, территория Горелово, Красносельское шоссе, дом 40, корпус 1, литера А"
1120,"Наставников, д.29",62661,"г.Санкт-Петербург, проспект Наставников, дом 29, корпус 1, литера А"
1468,"Красносельское (Горелово), д.36",42495,"Санкт-Петербург, муниципальный округ Горелово, территория Горелово, Красносельское шоссе, дом 36, литера А"
5778,"Большой Сампсониевский, д.76",6142,"г.Санкт-Петербург, Большой Сампсониевский проспект, дом 76, литера А"
4945,"Октябрьская, д.83",21071,"Санкт-Петербург, город Колпино, Октябрьская улица, дом 83, литера А"
5631,"Меньковская, д.10",205304,"Ленинградская область, Гатчинский район, село Никольское, улица Меньковская, дом 10, литера А"
1885,"Спирина, д.3",128719,"Санкт-Петербург, город Красное Село, улица Спирина, дом 3, корпус 1, литера А"
2871,"Коллонтай, д.25",106757,"г.Санкт-Петербург, улица Коллонтай, дом 25, корпус 1, литера Ю"
4421,"Школьная, д.48",18699,"г.Санкт-Петербург, Школьная улица, дом 48, литера А"
687,"Лабораторный, д.20",206426,"г.Санкт-Петербург, Лабораторный проспект, дом 20, корпус 3, литера А"
2556,"Заневский, д.29",15420,"г.Санкт-Петербург, Заневский проспект, дом 29, литера А"
3499,"Лыжный, д.3",139650,"г.Санкт-Петербург, Лыжный переулок, дом 3, литера А"
3324,"Седова, д.89",13834,"г.Санкт-Петербург, улица Седова, дом 89, корпус 1, литера А"
5943,"Светлановский, д.70",62061,"г.Санкт-Петербург, Светлановский проспект, дом 70, корпус 1, литера А"
5288,"Садовая, д.16",111812,"Санкт-Петербург, город Петергоф, Садовая улица, дом 16, литера А"
3436,"Дальневосточный, д.27",215768,"г.Санкт-Петербург, Дальневосточный проспект, дом 27, корпус 3, строение 1"
569,"Полюстровский, д.71",105743,"г.Санкт-Петербург, Полюстровский проспект, дом 71, литера А"
1442,"Ленинский, д.72",116925,"г.Санкт-Петербург, Ленинский проспект, дом 72, корпус 1, литера А"
2385,"Посадская, д.40",196806,"Санкт-Петербург, город Кронштадт, Посадская улица, дом 40, литера А"
5849,"Придорожная, д.11",82772,"г.Санкт-Петербург, Придорожная аллея, дом 11, литера А"
3714,"Комендантский, д.17",12493,"г.Санкт-Петербург, Комендантский проспект, дом 17, корпус 1, литера А"
4325,"Авиаконструкторов, д.34",8041,"г.Санкт-Петербург, проспект Авиаконструкторов, дом 34, литера А"
188,"Верности, д.13",14206,"г.Санкт-Петербург, улица Верности, дом 13, литера А"
1523,"Авангардная, д.13",35993,"г.Санкт-Петербург, Авангардная улица, дом 13, литера А"
4833,"Тельмана, д.20",,
6733,"Новаторов, д.24",64930,"г.Санкт-Петербург, бульвар Новаторов, дом 24, литера А"
2739,"Большевиков, д.9",3530,"г.Санкт-Петербург, проспект Большевиков, дом 9, корпус 1, литера А"
466,"Руставели, д.48",76727,"г.Санкт-Петербург, улица Руставели, дом 48, корпус 1, литера А"
5488,"Варшавская, д.124",34151,"г.Санкт-Петербург, Варшавская улица, дом 124, литера А"
4936,"Новгородская, д.13",42210,"г.Санкт-Петербург, Новгородская улица, дом 13, литера А"
3068,"Седова, д.110",14536,"г.Санкт-Петербург, улица Седова, дом 110, литера З"
4282,"Дибуновская, д.5",16678,"г.Санкт-Петербург, Дибуновская улица, дом 5, корпус 1, литера А"
4414,"Туристская, д.10",198953,"г.Санкт-Петербург, Туристская улица, дом 10, корпус 1, литера А"
1717,"Политрука Пасечника (Торики), д.20",51513,"г.Санкт-Петербург, Торики, улица Политрука Пасечника, дом 20, литера А"
1163,"Большая Пороховская, д.36",69306,"г.Санкт-Петербург, Большая Пороховская улица, дом 36, литера А"
6881,"Новая (Динамо тер.), д.3",93259,"Санкт-Петербург, город Павловск, Динамо, Новая улица, дом 3, литера А"
6651,"Тореза, д.118",205882,"г.Санкт-Петербург, проспект Тореза, дом 118, литера А, сооружение 1"
5878,"Просвещения, д.46",6929,"г.Санкт-Петербург, проспект Просвещения, дом 46, корпус 1, литера А"
3525,"Авиаконструкторов, д.42",89176,"г.Санкт-Петербург, проспект Авиаконструкторов, дом 42, корпус 2, литера А"
2105,"Тамбасова, д.34",13813,"г.Санкт-Петербург, улица Тамбасова, дом 34, литера А"
387,"Науки, д.12",95372,"г.Санкт-Петербург, проспект Науки, дом 12, корпус 1, литера А"
6753,"Стачек, д.170",2253,"г.Санкт-Петербург, проспект Стачек, дом 170, литера А"
4344,"Комендантский, д.21",7014,"г.Санкт-Петербург, Комендантский проспект, дом 21, корпус 1, литера А"
5847,"Поэтический, д.9",53708,"г.Санкт-Петербург, Поэтический бульвар, дом 9, литера А"
4461,"Савушкина, д.128",18370,"г.Санкт-Петербург, улица Савушкина, дом 128, корпус 1, литера А"
1310,"Индустриальный, д.23",52236,"г.Санкт-Петербург, Индустриальный проспект, дом 23, литера А"
1882,"Спирина, д.1",128716,"Санкт-Петербург, город Красное Село, улица Спирина, дом 1, корпус 1, литера А"
1304,"Ударников, д.18",15304,"г.Санкт-Петербург, проспект Ударников, дом 18, литера А"
5275,"Тверская, д.66",63320,"Санкт-Петербург, город Колпино, Тверская улица, дом 66, литера А"
6060,"Шостаковича, д.1/9",24880,"г.Санкт-Петербург, улица Шостаковича, дом 1/9, литера А"
732,"Раевского, д.12",101199,"г.Санкт-Петербург, проспект Раевского, дом 12, литера А"
3656,"Камышовая, д.28",13933,"г.Санкт-Петербург, Камышовая улица, дом 28, корпус 1, литера А"
3451,"Глухарская, д.33",196360,"г.Санкт-Петербург, Глухарская улица, дом 33, корпус 1, литера А"
3964,"Ланское, д.22",3732,"г.Санкт-Петербург, Ланское шоссе, дом 22, корпус 1, литера А"
5988,"Сиреневый, д.8",70013,"г.Санкт-Петербург, Сиреневый бульвар, дом 8, корпус 1, литера А"
5173,"Пролетарская, д.139",107471,"Санкт-Петербург, город Колпино, Пролетарская улица, дом 139, литера А"
2436,"Комсомола, д.1/16",78790,"Санкт-Петербург, посёлок Усть-Ижора, улица Комсомола, дом 1, литера А"
4842,"Тельмана, д.3",,
6953,"Средняя, д.13",82791,"Санкт-Петербург, город Пушкин, Средняя улица, дом 13, литера А"
2195,"Гусева, д.9/4",71218,"Санкт-Петербург, город Кронштадт, улица Гусева, дом 9/4, литера А"
6053,"Хошимина, д.7",103127,"г.Санкт-Петербург, улица Хошимина, дом 7, корпус 1, литера А"
3945,"Сестрорецкая, д.2",58834,"г.Санкт-Петербург, Сестрорецкая улица, дом 2, литера А"
414,"Науки, д.43",80714,"г.Санкт-Петербург, проспект Науки, дом 43, литера А"
211,"Верности, д.50",66019,"г.Санкт-Петербург, улица Верности, дом 50, литера А"
2655,"Антонова-Овсеенко, д.19",90836,"г.Санкт-Петербург, улица Антонова-Овсеенко, дом 19, корпус 1, литера Л"
5008,"Веры Слуцкой, д.83",61168,"Санкт-Петербург, город Колпино, улица Веры Слуцкой, дом 83, литера А"
5318,"Загородная, д.33",71624,"Санкт-Петербург, город Колпино, Загородная улица, дом 33, литера А"
6297,"Тимуровская, д.10",40725,"г.Санкт-Петербург, Тимуровская улица, дом 10, корпус 1, литера А"
3916,"Савушкина, д.44",14864,"г.Санкт-Петербург, улица Савушкина, дом 44, литера А"
2149,"Аммермана, д.25",194,"Санкт-Петербург, город Кронштадт, улица Аммермана, дом 25, литера А"
6812,"Шотландская, д.3",126387,"г.Санкт-Петербург, Шотландская улица, дом 3, литера А"
1827,"Гатчинское, д.8",126589,"Санкт-Петербург, город Красное Село, Гатчинское шоссе, дом 8, корпус 1, литера А"
3693,"Королёва, д.34",109312,"г.Санкт-Петербург, проспект Королёва, дом 34, литера А"
1134,"Новочеркасский, д.39",54643,"г.Санкт-Петербург, Новочеркасский проспект, дом 39, корпус 1, литера А"
6749,"Стачек, д.158",14428,"г.Санкт-Петербург, проспект Стачек, дом 158, литера А"
2824,"Искровский, д.17",132681,"г.Санкт-Петербург, Искровский проспект, дом 17, корпус 1, литера А"
4792,"Стахановская, д.19",86967,"Санкт-Петербург, город Колпино, Стахановская улица, дом 19, корпус 1, литера А"
6603,"Композиторов, д.26/3",104508,"г.Санкт-Петербург, улица Композиторов, дом 26"
3625,"Долгоозёрная, д.4",51566,"г.Санкт-Петербург, Долгоозёрная улица, дом 4, корпус 1, литера А"
1203,"Рябовское, д.123",67672,"г.Санкт-Петербург, Рябовское шоссе, дом 123, корпус 2, литера А"
2918,"Ново-Александровская, д.17",80149,"г.Санкт-Петербург, Ново-Александровская улица, дом 17, литера А"
3531,"Аэродромная, д.13",106750,"г.Санкт-Петербург, Аэродромная улица, дом 13, корпус 1, литера А"
5478,"Краснопутиловская, д.98",49362,"г.Санкт-Петербург, Краснопутиловская улица, дом 98, литера А"
6616,"Энгельса, д.20",,
3139,"Ткачей, д.4",67769,"г.Санкт-Петербург, улица Ткачей, дом 4, литера А"
6893,"Алексея Толстого, д.50",89929,"Санкт-Петербург, город Пушкин, бульвар Алексея Толстого, дом 50, корпус 1, литера А"
2706,"Бабушкина, д.96",88567,"г.Санкт-Петербург, улица Бабушкина, дом 96, литера Д"
5143,"Октябрьская, д.71",32297,"Санкт-Петербург, город Колпино, Октябрьская улица, дом 71, литера А"
2342,"Советская, д.7",125738,"г.Санкт-Петербург, 2-я Советская улица, дом 7, литера А"
5584,"5-й Предпортовый, д.1",40777,"г.Санкт-Петербург, 5-й Предпортовый проезд, дом 1, литера А"
1581,"Кингисеппское, д.10",1527,"Санкт-Петербург, город Красное Село, Кингисеппское шоссе, дом 10, корпус 1, литера А"
960,"Тарасова, д.6",38968,"г.Санкт-Петербург, Тарасова улица, дом 6, корпус 2, литера А"
2480,"Тулонская, д.8",218699,"Санкт-Петербург, город Кронштадт, Тулонская аллея, дом 8, строение 1"
1356,"Наставников, д.36",77257,"г.Санкт-Петербург, проспект Наставников, дом 36, корпус 1, литера А"
4420,"Школьная, д.34",55826,"г.Санкт-Петербург, Школьная улица, дом 34, литера А"
3927,"Серебристый, д.11",103429,"г.Санкт-Петербург, Серебристый бульвар, дом 11, корпус 1, литера А"
2684,"Бабушкина, д.47",50320,"г.Санкт-Петербург, улица Бабушкина, дом 47, литера А"
422,"Науки, д.67",25011,"г.Санкт-Петербург, проспект Науки, дом 67, литера А"
2506,"Крыленко, д.6",219233,"г.Санкт-Петербург, улица Крыленко, дом 6, строение 1"
3039,"2-й Рабфаковский, д.15",69973,"г.Санкт-Петербург, 2-й Рабфаковский переулок, дом 15, корпус 1, литера И"
1705,"Пионерстроя, д.18",49898,"г.Санкт-Петербург, улица Пионерстроя, дом 18, литера А"
5317,"Загородная, д.32",108144,"Санкт-Петербург, город Колпино, Загородная улица, дом 32, литера А"
1608,"2-я Комсомольская, д.43",113621,"г.Санкт-Петербург, 2-я Комсомольская улица, дом 43, литера А"
5931,"Светлановский, д.117",37977,"г.Санкт-Петербург, Светлановский проспект, дом 117, литера А"
3794,"Оскаленко, д.10",63060,"г.Санкт-Петербург, улица Оскаленко, дом 10, литера А"
4314,"Лыжный, д.8",204862,"г.Санкт-Петербург, Лыжный переулок, дом 8, корпус 1, литера А"
5344,"Комсомольского канала, д.18",48408,"Санкт-Петербург, город Колпино, набережная Комсомольского канала, дом 18, литера А"
7089,"Детскосельский, д.5а",35094,"Санкт-Петербург, город Пушкин, Детскосельский бульвар, дом 5, литера А"
1614,"2-я Комсомольская, д.57",44489,"г.Санкт-Петербург, 2-я Комсомольская улица, дом 57, корпус 1, литера А"
3520,"Авиаконструкторов, д.33",80496,"г.Санкт-Петербург, проспект Авиаконструкторов, дом 33, литера А"
452,"Руставели, д.16",26249,"г.Санкт-Петербург, улица Руставели, дом 16, литера А"
831,"Маршака, д.28",211783,"г.Санкт-Петербург, проспект Маршака, дом 28, корпус 1, строение 1"
430,"Науки, д.79",12243,"г.Санкт-Петербург, проспект Науки, дом 79, корпус 1, литера А"
3829,"Парашютная, д.17",29629,"г.Санкт-Петербург, Парашютная улица, дом 17, корпус 1, литера А"
420,"Науки, д.59",103258,"г.Санкт-Петербург, проспект Науки, дом 59, литера А"
3290,"Красных Зорь, д.4",39295,"г.Санкт-Петербург, бульвар Красных Зорь, дом 4, корпус 3, литера А"
42,"Новороссийская, д.40",38059,"г.Санкт-Петербург, Новороссийская улица, дом 40, литера Д"
4176,"Оптиков, д.49",65538,"г.Санкт-Петербург, улица Оптиков, дом 49, корпус 1, литера А"
4235,"Парашютная, д.35",68754,"г.Санкт-Петербург, Парашютная улица, дом 35, литера А"
1544,"Геологическая, д.75",91428,"г.Санкт-Петербург, Геологическая улица, дом 75, корпус 1, литера А"
711,"Тореза, д.24",89896,"г.Санкт-Петербург, проспект Тореза, дом 24, литера А"
6208,"Луначарского, д.23",199000,"г.Санкт-Петербург, проспект Луначарского, дом 23, литера А"
2222,"Комсомола, д.17",48252,"г.Санкт-Петербург, улица Комсомола, дом 17, литера А"
2960,"Подвойского, д.14",16213,"г.Санкт-Петербург, улица Подвойского, дом 14, корпус 1, литера А"
2208,"Интернациональная, д.7/22",1822,"Санкт-Петербург, посёлок Александровская, Интернациональная улица, дом 7, литера А"
4417,"Уточкина, д.7",95093,"г.Санкт-Петербург, улица Уточкина, дом 7, литера А"
3163,"Фарфоровская, д.14",104578,"г.Санкт-Петербург, Фарфоровская улица, дом 14, литера Ж"
5047,"Коммуны, д.1",52022,"Санкт-Петербург, город Колпино, улица Коммуны, дом 1, литера А"
656,"Корнея Чуковского, д.10",207228,"г.Санкт-Петербург, улица Корнея Чуковского, дом 10, литера А"
4259,"Богатырский, д.22",131883,"г.Санкт-Петербург, Богатырский проспект, дом 22, корпус 1, литера А"
2902,"Кржижановского, д.3",93281,"г.Санкт-Петербург, улица Кржижановского, дом 3, корпус 1, литера А"
4949,"Павловская, д.74",67567,"Санкт-Петербург, город Колпино, Павловская улица, дом 74, литера А"
5665,"Луначарского, д.13",129984,"г.Санкт-Петербург, проспект Луначарского, дом 13, корпус 1, литера А"
4782,"Раумская, д.15",28170,"Санкт-Петербург, город Колпино, Раумская улица, дом 15, литера А"
4850,"Тельмана, д.44",69955,"г.Санкт-Петербург, улица Тельмана, дом 44, литера Ж"
6839,"Церковная, д.37",45487,"Санкт-Петербург, город Пушкин, Церковная улица, дом 37, литера А"
6464,"Приозерское (Осиновая Роща), д.22",125718,"Санкт-Петербург, посёлок Парголово, территория Осиновая Роща, Приозерское шоссе, дом 22, корпус 2, литера А"
5186,"Пролетарская, д.73",88570,"Санкт-Петербург, город Колпино, Пролетарская улица, дом 73, литера А"
4958,"Пролетарская, д.23",855,"Санкт-Петербург, город Колпино, Пролетарская улица, дом 23, литера А"
5086,"Ленина, д.44/10",103383,"г.Санкт-Петербург, улица Ленина, дом 44, литера А"
2153,"Аммермана, д.29",26068,"Санкт-Петербург, город Кронштадт, улица Аммермана, дом 29, литера А"
6800,"Стачек, д.148",94823,"г.Санкт-Петербург, проспект Стачек, дом 148, литера А"
2128,"Ленинский, д.64",210752,"г.Санкт-Петербург, Ленинский проспект, дом 64, корпус 1, литера А"
2336,"Советская, д.37",56649,"г.Санкт-Петербург, 4-я Советская улица, дом 37, литера А"
1153,"Петра Смородина, д.18",40391,"г.Санкт-Петербург, улица Петра Смородина, дом 18, литера А"
1239,"Хасанская, д.18",93914,"г.Санкт-Петербург, Хасанская улица, дом 18, корпус 1, литера А"
3454,"Испытателей, д.12",56781,"г.Санкт-Петербург, проспект Испытателей, дом 12, литера А"
5101,"Машиностроителей, д.4",81588,"Санкт-Петербург, город Колпино, улица Машиностроителей, дом 4, литера А"
6433,"Хошимина, д.9",14887,"г.Санкт-Петербург, улица Хошимина, дом 9, корпус 1, литера А"
3840,"Поликарпова, д.5",3443,"г.Санкт-Петербург, аллея Поликарпова, дом 5, литера А"
