"id","type_id","name","short_name","is_updated","is_actual","only_name"
462,30,"садоводство ""Рехколово""","садоводство ""Рехколово""",true,true,"""Рехколово"""
463,12,"парк ""300-летия Санкт-Петербурга""","парк ""300-летия Санкт-Петербурга""",true,false,"""300-летия Санкт-Петербурга"""
464,15,Колпинская ферма,Колпинская ферма,true,true,Колпинская ферма
465,30,"садоводство ""ВНИИТ ""Песочное""","садоводство ""ВНИИТ ""Песочное""",true,false,"""ВНИИТ ""Песочное"""
466,30,"садоводство ""Волхонское""","сад-во ""Волхонское""",true,false,"""Волхонское"""
467,15,"22-й км Киевского шоссе","22-й км Киевского шоссе",true,true,"22-й км Киевского шоссе"
468,15,Пригородный,Пригородный,true,true,Пригородный
469,32,берег Щучьего озера,берег Щучьего озера,true,false,Щучьего озера
470,32,берег Щучьего озера,берег Щучьего озера,true,true,Щучьего озера
471,30,"садоводство ""Энергия""","садоводство ""Энергия""",true,false,"""Энергия"""
472,7,остров Финского озера,о. Финского озера,true,true,Финского озера
473,27,"""Птицефабрика Ломоносовская""","""Птицефабрика Ломоносовская""",true,true,"""Птицефабрика Ломоносовская"""
474,15,"ДСК ""Дюны""","ДСК ""Дюны""",true,false,"ДСК ""Дюны"""
475,29,земли ВНИИР им.Н.И.Вавилова,земли ВНИИР им.Н.И.Вавилова,true,true,ВНИИР им.Н.И.Вавилова
476,29,земли СПГАУ,земли СПГАУ,true,true,СПГАУ
477,27,"""Птицефабрика Ломоносовская""","""Птицефабрика Ломоносовская""",true,false,"""Птицефабрика Ломоносовская"""
478,30,"садоводство ""Молодёжное""","садоводство ""Молодёжное""",true,true,"""Молодёжное"""
479,27,"территория предприятия ""Ручьи""","территория предприятия ""Ручьи""",true,true,"""Ручьи"""
480,27,"территория предприятия ""Лето""","территория предприятия ""Лето""",true,true,"""Лето"""
481,27,"территория предприятия ""Шушары""","территория предприятия ""Шушары""",true,false,"""Шушары"""
482,15,Жилгородок 12,Жилгородок 12,true,false,Жилгородок 12
483,8,"промзона ""Левый берег реки Ижоры""","промзона ""Левый берег реки Ижоры""",true,false,"""Левый берег реки Ижоры"""
484,15,Ушково,Ушково,true,false,Ушково
485,24,"участок ж/д ""Загородный пр.-наб.Обводного канала""","участок ж/д ""Загородный-наб.Обводного кан""",true,false,"""Загородный пр.-наб.Обводного канала"""
486,27,"территория предприятия ""Ленсоветовское""","территория предприятия ""Ленсоветовское""",true,true,"""Ленсоветовское"""
487,27,"территория предприятия ""Ленсоветовское""","территория предприятия ""Ленсоветовское""",true,true,"""Ленсоветовское"""
488,27,"территория предприятия ""Озерки""","территория предприятия ""Озерки""",true,true,"""Озерки"""
489,27,"территория предприятия ""Шушары""","территория предприятия ""Шушары""",true,false,"""Шушары"""
490,27,территория предприятия им.Тельмана,территория предприятия им.Тельмана,true,true,им.Тельмана
491,27,"территория предприятия ""Нагорный""","территория предприятия ""Нагорный""",true,true,"""Нагорный"""
493,30,"садоводство ""Энергия""","садоводство ""Энергия""",true,true,"""Энергия"""
494,7,Заячий остров,Заячий о.,true,true,Заячий
495,33,территория Павловской опытной станции,территория Павловской опытной станции,true,true,Павловской опытной станции
496,34,Комаровское лесничество,Комаровское лесничество,true,true,Комаровское
497,23,Летний сад,Летний сад,true,true,Летний
498,15,Павильон Урицкого,Павильон Урицкого,true,true,Павильон Урицкого
499,15,Решетниково,Решетниково,true,false,Решетниково
500,24,"участок ж/д ""наб.Обводного канала-Боровая ул.""","участок ж/д ""наб.Обводного кан-Боровая ул""",true,false,"""наб.Обводного канала-Боровая ул."""
501,35,деревня Рыбацкое,дер. Рыбацкое,true,true,Рыбацкое
502,15,"39-й км Приморского шоссе","39-й км Приморского шоссе",true,true,"39-й км Приморского шоссе"
503,27,"территория предприятия ""Шушары""","территория предприятия ""Шушары""",true,true,"""Шушары"""
504,9,квартал 23А,квартал 23А,true,false,"23А"
505,30,"садоводство ""Приозёрный""","садоводство ""Приозёрный""",true,true,"""Приозёрный"""
506,20,Стрельнинское кладбище,Стрельнинское кладбище,true,true,Стрельнинское
507,15,Мурино,Мурино,true,true,Мурино
508,10,станция Пискарёвка,ст. Пискарёвка,true,true,Пискарёвка
509,33,территория Павловской опытной станции,территория Павловской опытной станции,true,true,Павловской опытной станции
510,27,"территория предприятия ""Предпортовый""","территория предприятия ""Предпортовый""",true,true,"""Предпортовый"""
511,9,квартал 130А,квартал 130А,true,false,"130А"
512,32,берег Финского залива,берег Финского залива,true,true,Финского залива
513,27,"территория предприятия ""Детскосельское""","территория предприятия ""Детскосельское""",true,true,"""Детскосельское"""
514,27,"территория предприятия ""Детскосельское""","территория предприятия ""Детскосельское""",true,true,"""Детскосельское"""
515,20,Павловское городское кладбище,Павловское городское кладбище,true,true,Павловское городское
516,30,"садоводство ""Красный Октябрь""","садоводство ""Красный Октябрь""",true,true,"""Красный Октябрь"""
517,11,Элеваторная площадка,Элеваторная площадка,true,false,Элеваторная
518,31,"дачный поселок ""Солнечное-2""","дачный поселок ""Солнечное-2""",true,false,"""Солнечное-2"""
519,15,"37-й км Приморского шоссе","37-й км Приморского шоссе",true,true,"37-й км Приморского шоссе"
520,30,"садоводство ""Электроаппарат""","садоводство ""Электроаппарат""",true,true,"""Электроаппарат"""
521,33,Южная приграничная территория,Южная приграничная территория,true,true,Южная приграничная
522,27,"территория предприятия ""Шушары""","территория предприятия ""Шушары""",true,true,"""Шушары"""
523,20,Северное кладбище,Северное кладбище,true,true,Северное
524,33,территория ВНИИ ГРЖ,территория ВНИИ ГРЖ,true,true,ВНИИ ГРЖ
525,15,Северная долина,Северная долина,true,true,Северная долина
526,36,форт Константин,форт Константин,true,true,Константин
527,36,"7-й Северный форт","7-й Северный форт",true,true,"7-й Северный"
529,12,Фермский парк,Фермский парк,true,true,Фермский
530,15,"689-й км Московского шоссе","689-й км Московского шоссе",true,true,"689-й км Московского шоссе"
531,27,"территория предприятия ""Шушары""","территория предприятия ""Шушары""",true,true,"""Шушары"""
532,15,Пригородный,Пригородный,true,true,Пригородный
533,33,территория Южной ТЭЦ,территория Южной ТЭЦ,true,true,Южной ТЭЦ
534,36,форт Александр,форт Александр,true,false,Александр
535,15,Пухтолова Гора,Пухтолова Гора,true,false,Пухтолова Гора
536,33,территория Ленинградской опытной станции,территория Ленинградской опытной станции,true,true,Ленинградской опытной станции
538,32,берег Финского залива,берег Финского залива,true,true,Финского залива
539,37,"участок набережной реки Фонтанки ""Аничков мост-мост Ломоносова""",участок набережной Фонтанки Аничк.м.-м.Ломонос.,true,true,"реки Фонтанки ""Аничков мост-мост Ломоносова"""
540,20,Серафимовское кладбище,Серафимовское кладбище,true,true,Серафимовское
541,23,Михайловский сад,Михайловский сад,true,true,Михайловский
542,30,"садоводство НИИТ ""Песочное""","садоводство НИИТ ""Песочное""",true,true,"НИИТ ""Песочное"""
543,37,"участок набережной реки Невы ""Эрмитажный мост-Дворцовый мост""","участок набережной р.Невы""Эрмитаж.м-Дворцовый м""",true,true,"реки Невы ""Эрмитажный мост-Дворцовый мост"""
544,15,участок Ленэнерго,уч. Ленэнерго,true,true,участок Ленэнерго
545,30,"садоводство ""Левашово""","садоводство ""Левашово""",true,true,"""Левашово"""
546,12,парк культуры и отдыха имени 40-летия ВЛКСМ,парк культуры и отд.им.40-лет.ВЛКСМ,true,false,культуры и отдыха имени 40-летия ВЛКСМ
547,36,форт Петр,форт Петр,true,false,Петр
548,37,"участок набережной реки Фонтанки ""мост Белинского-Аничков мост""","участок набережной Фонтанки ""м.Белинск.-Аничк.м.""",true,true,"реки Фонтанки ""мост Белинского-Аничков мост"""
549,37,"участок набережной реки Невы ""Троицкий мост-Сампсониевский мост""","участок набережной Невы""Троицк.м.-Сампсониевск.м""",true,false,"реки Невы ""Троицкий мост-Сампсониевский мост"""
550,15,Пригородный,Пригородный,true,true,Пригородный
551,27,территория предприятия 419 АРЗ,территория предприятия 419 АРЗ,true,true,"419 АРЗ"
552,27,"территория предприятия ""Петродворцовое""","территория предприятия ""Петродворцовое""",true,false,"""Петродворцовое"""
553,12,Английский парк,Английский парк,true,false,Английский
554,12,Александрийский парк,Александрийский парк,true,false,Александрийский
555,12,Орловский парк,Орловский парк,true,true,Орловский
556,22,"пляж ""Золотой""","пляж ""Золотой""",true,false,"""Золотой"""
557,22,"пляж ""Детский""","пляж ""Детский""",true,true,"""Детский"""
558,22,"пляж ""Чудный""","пляж ""Чудный""",true,true,"""Чудный"""
559,22,"пляж ""Комаровский""","пляж ""Комаровский""",true,true,"""Комаровский"""
560,22,"пляж ""Зелёная гора""","пляж ""Зелёная гора""",true,true,"""Зелёная гора"""
561,22,"пляж ""Белая гора""","пляж ""Белая гора""",true,true,"""Белая гора"""
562,22,"пляж ""Тарховский""","пляж ""Тарховский""",true,true,"""Тарховский"""
563,22,"пляж ""Сестрорецкий""","пляж ""Сестрорецкий""",true,true,"""Сестрорецкий"""
564,22,"пляж ""Новый""","пляж ""Новый""",true,true,"""Новый"""
565,22,"пляж ""Дубковский""","пляж ""Дубковский""",true,true,"""Дубковский"""
566,22,"пляж ""Офицерский""","пляж ""Офицерский""",true,true,"""Офицерский"""
567,27,"территория предприятия ""Плодоягодное""","территория предприятия ""Плодоягодное""",true,true,"""Плодоягодное"""
568,27,"территория предприятия ""Плодоягодное""","территория предприятия ""Плодоягодное""",true,true,"""Плодоягодное"""
569,23,Городской сад,Городской сад,true,true,Городской
570,12,парк Пионеров,парк Пионеров,true,false,Пионеров
571,30,"садоводство ""Климовец"", Малые сады","садоводство ""Климовец"", Малые сады",true,true,"""Климовец"", Малые сады"
572,15,Сосновая Поляна,Сосновая Поляна,true,true,Сосновая Поляна
573,9,квартал 28-й Юго-Запада,квартал 28-й Юго-Запада,true,false,"28-й Юго-Запада"
574,15,Невская Губа Финского залива,Невская Губа Финского залива,true,false,Невская Губа Финского залива
575,24,"участок ж/д ""Смолячков ручей-река Приветная"", 62-й км","участок ж/д ""Смолячков-Приветная"", 62-й км",true,true,"""Смолячков ручей-река Приветная"", 62-й км"
576,24,"участок ж/д ""Ручей-проспект Ленина"", 48-й км","участок ж/д ""Ручей-пр.Ленина"", 48-й км",true,true,"""Ручей-проспект Ленина"", 48-й км"
577,24,"участок ж/д ""Заводской канал-река Сестра"", 37-й км","участок ж/д ""Заводской к.-Сестра"", 37-й км",true,true,"""Заводской канал-река Сестра"", 37-й км"
578,17,Станционный посёлок,Станционный п.,true,true,Станционный
579,12,Баболовский парк,Баболовский парк,true,true,Баболовский
580,24,"участок ж/д ""наб.реки Большая Охта-пр.Косыгина"", 7-й км","участок ж/д ""н.р.Б.Охта-п.Косыгина"",7-й км",true,true,"""наб.реки Большая Охта-пр.Косыгина"", 7-й км"
581,27,"территория предприятия ""Бугры""","территория предприятия ""Бугры""",true,true,"""Бугры"""
582,24,"участок ж/д ""Ириновский проспект-Объездное шоссе"", 9-й км","участок ж/д ""Ириновский -Объездное"",9-й км",true,true,"""Ириновский проспект-Объездное шоссе"", 9-й км"
583,24,"участок ж/д ""Южная улица-Новое шоссе"", 41-й км","участок ж/д ""Южная -Новое шоссе"", 41-й км",true,true,"""Южная улица-Новое шоссе"", 41-й км"
584,24,"участок ж/д ""улица Партизанская-Ириновский проспект"", 8-й км","участок ж/д ""Партизанская-Ириновский"", 8км",true,true,"""улица Партизанская-Ириновский проспект"", 8-й км"
585,24,"участок ж/д ""ул.Танкистов,пос.Солнечное-Большой пр.,пос.Репино"", 35-й км","участок ж/д ""Танкист,Солн-Большой,Реп""35км",true,false,"""ул.Танкистов,пос.Солнечное-Большой пр.,пос.Репино"", 35-й км"
586,24,"участок ж/д ""река Сестра-Южная улица"", 38-й км","участок ж/д ""р.Сестра-Южная ул."",38-й км",true,false,"""река Сестра-Южная улица"", 38-й км"
587,24,"участок ж/д ""Объездное шоссе-шоссе Революции"", 9-й км","участок ж/д ""Объездное-Революции"",9-й км",true,true,"""Объездное шоссе-шоссе Революции"", 9-й км"
588,27,"территория предприятия ""Ленсоветовское""","территория предприятия ""Ленсоветовское""",true,true,"""Ленсоветовское"""
589,24,"участок ж/д ""Большой пр., пос.Репино-Ручей, г.Зеленогорск"", 40-й км","участок ж/д ""Большой,Реп-Ручей,Зел"",40-й",true,false,"""Большой пр., пос.Репино-Ручей, г.Зеленогорск"", 40-й км"
590,24,"участок ж/д ""Речная ул.-Чёрная речка"", 23-й км","участок ж/д ""Речная ул-Чёрная речк""23-й км",true,true,"""Речная ул.-Чёрная речка"", 23-й км"
591,24,"участок ж/д ""под опорой ж.-д. моста через р.Большая Охта"", 7-й км","участок ж/д ""мост через р.Б.Охта"",7-й км",true,true,"""под опорой ж.-д. моста через р.Большая Охта"", 7-й км"
592,24,"участок ж/д ""набережная р.Большая Охта-7.9км"", 7-й км","участок ж/д ""наб. р.Б.Охта-7.9км"", 7-й км",true,true,"""набережная р.Большая Охта-7.9км"", 7-й км"
593,24,"участок ж/д ""Лесной пр.-ул.Александра Матросова"", 2-й км","участок ж/д ""Лесной пр-ул.Ал.Матросова""2км",true,true,"""Лесной пр.-ул.Александра Матросова"", 2-й км"
594,24,"участок ж/д ""Скобелевский пр.-Поклонногорская ул."", 7-й км","участок ж/д ""Скобелев.-Поклонногорская""7км",true,false,"""Скобелевский пр.-Поклонногорская ул."", 7-й км"
595,24,"участок ж/д ""Новое шоссе-30-й км"", 28-й км","участок ж/д ""Новое шоссе-30-й км"", 28-й км",true,false,"""Новое шоссе-30-й км"", 28-й км"
596,24,"участок ж/д ""Горский ручей-Тарховская ул."", 28-й км","участок ж/д ""Горский руч-Тарховская у""28км",true,false,"""Горский ручей-Тарховская ул."", 28-й км"
597,24,"участок ж/д ""Тарховская ул.-3-я Поперечная ул."", 30-й км","участок ж/д ""Тарховская-3-яПоперечная""30км",true,false,"""Тарховская ул.-3-я Поперечная ул."", 30-й км"
598,24,"участок ж/д ""ул.Володарского-ул.Речная, пос.Песочный"", 19-й км","участок ж/д ""Володарского-Речная,Пес.""19км",true,false,"""ул.Володарского-ул.Речная, пос.Песочный"", 19-й км"
599,24,"участок ж/д ""Черниговский пер.-Красносельское шоссе"", 17-й км","участок ж/д ""Черниговский-Красносельс""17км",true,false,"""Черниговский пер.-Красносельское шоссе"", 17-й км"
600,24,"участок ж/д ""Черная речка-Новое шоссе"", 23-й км","участок ж/д ""Черная р.-Новое ш."",23-й км",true,false,"""Черная речка-Новое шоссе"", 23-й км"
601,24,"участок ж/д ""ул. Первого Мая-трасса КАД"", 15-й км","участок ж/д ""ул.Первого Мая-тр.КАД""15км",true,false,"""ул. Первого Мая-трасса КАД"", 15-й км"
602,24,"участок ж/д ""р. Большая Охта-Партизанская ул."", 8-й км","участок ж/д ""р.Б.Охта-Партизанская"",8 км",true,true,"""р. Большая Охта-Партизанская ул."", 8-й км"
603,24,"участок ж/д ""трасса КАД-ул. Володарского"", 16-й км","участок ж/д ""тр.КАД-Володарского""16км",true,false,"""трасса КАД-ул. Володарского"", 16-й км"
604,24,"участок ж/д ""дор. в Каменку-ул.Первого Мая"", 13-й км","участок ж/д дор.в Каменку-ул.1 Мая"",13 км",true,false,"""дор. в Каменку-ул.Первого Мая"", 13-й км"
605,24,"участок ж/д ""ручей Безымянный-река Охта"", 3-й км","участок ж/д ""руч. Безымянный-р.Охта"",3км",true,true,"""ручей Безымянный-река Охта"", 3-й км"
606,24,"участок ж/д ""река Охта-Горелый ручей"", 3-й км","участок ж/д ""р.Охта-Горелый ручей"", 3 км",true,false,"""река Охта-Горелый ручей"", 3-й км"
607,24,"участок ж/д ""Институтский пер.-Большой Сампсониевский пр."", 4-й км","участок ж/д ""Институтский-Б.Сампсониев""4км",true,true,"""Институтский пер.-Большой Сампсониевский пр."", 4-й км"
608,24,"участок ж/д ""Лесной пр.-Земледельческая ул."", 18-й км","участок ж/д ""Лесной-Земледельческая""18км",true,true,"""Лесной пр.-Земледельческая ул."", 18-й км"
609,24,"участок ж/д ""ул.Капитана Воронина-1-й Муринский пр."", 3-й км","участок ж/д ""Капитан.Воронина-1й Муринск""3",true,true,"""ул.Капитана Воронина-1-й Муринский пр."", 3-й км"
610,24,"участок ж/д ""1-й Муринский пр.-Земледельческая ул."", 4-й км","участок ж/д ""1йМуринский-Земледельческая""4",true,true,"""1-й Муринский пр.-Земледельческая ул."", 4-й км"
611,24,"участок ж/д ""Б.Сампсониевский пр.-Сердобольская ул."", 4-й км","участок ж/д ""Б.Сампсониевск-Сердобольск""4к",true,false,"""Б.Сампсониевский пр.-Сердобольская ул."", 4-й км"
612,24,"участок ж/д ""Комсомольский кан.-граница Ленинградской обл."", 25-й км","участок ж/д ""Комсом.кан.-гр.Лен.обл."",25км",true,false,"""Комсомольский кан.-граница Ленинградской обл."", 25-й км"
614,24,"участок ж/д ""ул.Александра Матросова-Кантемировская ул."", 3-й км","участок ж/д ""Матросова-Кантемировская""3км",true,true,"""ул.Александра Матросова-Кантемировская ул."", 3-й км"
615,24,"участок ж/д ""Клубная ул.-р.Славянка"", 16-й км","участок ж/д ""Клубная ул.-р.Славянка"",16 км",true,false,"""Клубная ул.-р.Славянка"", 16-й км"
616,24,"участок ж/д ""Ушковский ручей-Чёрная речка"", 55-й км","участок ж/д ""Ушковск.ручей-Черн.речка""55км",true,true,"""Ушковский ручей-Чёрная речка"", 55-й км"
617,24,"участок ж/д ""Пискаревский пр.-дор.на Матоксу"", 0-й км","участок ж/д ""Пискаревский-дор.на Матоксу""",true,false,"""Пискаревский пр.-дор.на Матоксу"", 0-й км"
618,24,"участок ж/д ""Черная речка-Смолячков ручей"", 60-й км","участок ж/д ""Черн.речка-Смолячк.ручей""60км",true,false,"""Черная речка-Смолячков ручей"", 60-й км"
619,24,"участок ж/д ""Водосливной кан.-Заводской кан."", 34-й км","участок ж/д ""Водосливной-Заводск.кан.""34км",true,false,"""Водосливной кан.-Заводской кан."", 34-й км"
620,24,"участок ж/д ""дор.на Матоксу-пр.Культуры"", 3-й км","участок ж/д ""дор.на Матоксу-пр.Культуры""3к",true,true,"""дор.на Матоксу-пр.Культуры"", 3-й км"
621,24,"участок ж/д ""ж.-д. переезд-Скобелевский пр."", 6-й км","участок ж/д ""ж.-д.переезд-Скобелевский""6км",true,false,"""ж.-д. переезд-Скобелевский пр."", 6-й км"
622,24,"участок ж/д ""Октябрьская наб.-Новочеркасский пр."", 4-й км","участок ж/д ""Октябрьская-Новочеркасск.""4км",true,true,"""Октябрьская наб.-Новочеркасский пр."", 4-й км"
623,24,"участок ж/д ""р.Оккервиль-пр.Косыгина"", 6-й км","участок ж/д ""р.Оккервиль-пр.Косыгина""6 км",true,false,"""р.Оккервиль-пр.Косыгина"", 6-й км"
624,24,"участок ж/д ""Лапинский пр.-ручей Безымянный"", 1-й км","участок ж/д ""Лапинский-руч.Безымянный""1 км",true,true,"""Лапинский пр.-ручей Безымянный"", 1-й км"
625,24,"участок ж/д ""Новочеркасский пр.-р.Оккервиль"", 5-й км","участок ж/д ""Новочеркасский-Оккервиль""5км",true,false,"""Новочеркасский пр.-р.Оккервиль"", 5-й км"
626,24,"участок ж/д ""под опорой ж.-д. моста через Богатырский пр.""","участок ж/д ""опора ж.-д.моста Богатырский""",true,true,"""под опорой ж.-д. моста через Богатырский пр."""
627,24,"участок ж/д ""под опорой ж.-д. моста через пр.Косыгина""","участок ж/д ""опора моста через пр.Косыгина",true,true,"""под опорой ж.-д. моста через пр.Косыгина"""
628,24,"участок ж/д ""под опорой ж.-д. моста через Институтский пер.""","участок ж/д ""под мостом через Институтский",true,true,"""под опорой ж.-д. моста через Институтский пер."""
629,30,"садоводство ""Славяночка-3""","садоводство ""Славяночка-3""",true,true,"""Славяночка-3"""
630,24,"участок ж/д ""Ланское шоссе-Зеленогорская ул."", 5-й км","участок ж/д ""Ланское-Зеленогорская""5км",true,true,"""Ланское шоссе-Зеленогорская ул."", 5-й км"
631,24,"участок ж/д ""Земледельческая ул.-Институтский пер."", 4-й км","участок ж/д ""Земледельческая-Институтский""",true,true,"""Земледельческая ул.-Институтский пер."", 4-й км"
632,24,"участок ж/д ""Зеленогорская ул.-Богатырский пр."", 5-й км","участок ж/д ""Зеленогорская-Богатырский""5км",true,true,"""Зеленогорская ул.-Богатырский пр."", 5-й км"
633,24,"участок ж/д ""под опорой ж.-д. моста через 1-й Муринский пр.""","участок ж/д ""под мостом через 1 Муринский""",true,true,"""под опорой ж.-д. моста через 1-й Муринский пр."""
634,24,"участок ж/д ""Рябовское шоссе-р.Лубья"", 4-й км","участок ж/д ""Рябовское шоссе-р.Лубья""4 км",true,false,"""Рябовское шоссе-р.Лубья"", 4-й км"
635,24,"участок ж/д ""р.Каменка-дор. в Каменку"", 12-й км","участок ж/д ""р.Каменка-дор.в Каменку""12 км",true,false,"""р.Каменка-дор. в Каменку"", 12-й км"
636,24,"участок ж/д ""ул.Урицкого-Комсомольский кан."", 23-й км","участок ж/д ""Урицкого-Комсомольск.кан""23км",true,false,"""ул.Урицкого-Комсомольский кан."", 23-й км"
637,24,"участок ж/д ""пр.Наставников-ул.Коммуны"", 2-й км","участок ж/д ""пр.Наставников-ул.Коммуны""2км",true,false,"""пр.Наставников-ул.Коммуны"", 2-й км"
638,24,"участок ж/д ""р.Ижора-ул.Урицкого"", 23-й км","участок ж/д ""р.Ижора-ул.Урицкого"", 23-й км",true,true,"""р.Ижора-ул.Урицкого"", 23-й км"
639,24,"участок ж/д ""р.Попова Ижорка-р.Ижора"", 21-й км","участок ж/д ""р.Попова Ижорка-р.Ижора"",21км",true,false,"""р.Попова Ижорка-р.Ижора"", 21-й км"
640,24,"участок ж/д ""р.Славянка-ЛЭП"", 16-й км","участок ж/д ""р.Славянка-ЛЭП"", 16-й км",true,false,"""р.Славянка-ЛЭП"", 16-й км"
641,24,"участок ж/д ""р.Лубья-Ковалевский ручей"", 5-й км","участок ж/д ""р.Лубья-Ковалевский ручей""5км",true,false,"""р.Лубья-Ковалевский ручей"", 5-й км"
642,27,"территория предприятия ""Приневское""","территория предприятия ""Приневское""",true,true,"""Приневское"""
643,15,Пригородный,Пригородный,true,true,Пригородный
644,7,Царицын остров,Царицын о.,true,false,Царицын
645,24,"участок ж/д ""Южное полукольцо ж.д.-Клубная ул."", 12-й км","участок ж/д ""Южн.полукольцо ж.д-Клубная""12",true,true,"""Южное полукольцо ж.д.-Клубная ул."", 12-й км"
646,24,"участок ж/д ""Горелый ручей-Рябовское шоссе"", 4-й км","участок ж/д ""Горелый ручей-Рябовское""4 км",true,true,"""Горелый ручей-Рябовское шоссе"", 4-й км"
647,24,"участок ж/д ""Парголовская ул.-Лесной пр."", 18-й км","участок ж/д ""Парголовская ул-Лесной""18 км",true,true,"""Парголовская ул.-Лесной пр."", 18-й км"
648,24,"участок ж/д ""ул.Карбышева-Парголовская ул."", 18-й км","участок ж/д ""Карбышева-Парголовская""18 км",true,true,"""ул.Карбышева-Парголовская ул."", 18-й км"
649,24,"участок ж/д ""Кантемировская ул.-ул.Капитана Воронина "", 3-й км","участок ж/д ""Кантемир.-Капитана Воронина""3",true,true,"""Кантемировская ул.-ул.Капитана Воронина "", 3-й км"
650,24,"участок ж/д ""ЛЭП-река Попова Ижорка"", 20-й км","участок ж/д ""ЛЭП-река Попова Ижорка"", 20км",true,true,"""ЛЭП-река Попова Ижорка"", 20-й км"
651,24,"участок ж/д ""пр.Культуры- Выборгское шоссе "", 7-й км","участок ж/д ""пр.Культуры- Выборгское""7 км",true,false,"""пр.Культуры- Выборгское шоссе "", 7-й км"
652,24,"участок ж/д ""Торфяная дор.-Планерная ул."", 10-й км","участок ж/д ""Торфяная дор.-Планерная""10км",true,false,"""Торфяная дор.-Планерная ул."", 10-й км"
653,24,"участок ж/д ""Ланская ул.-Коломяжский пр."", 5-й км","участок ж/д ""Ланская ул-Коломяжский пр""5км",true,false,"""Ланская ул.-Коломяжский пр."", 5-й км"
654,24,"участок ж/д ""Планерная ул.-Лахтинский разлив"", 11-й км","участок ж/д ""Планерная-Лахтинский ра""11км",true,false,"""Планерная ул.-Лахтинский разлив"", 11-й км"
655,24,"участок ж/д ""Краснопутиловская ул.-р.Красненькая"", 5-й км","участок ж/д ""Краснопутиловск-р.Красненьк""5",true,true,"""Краснопутиловская ул.-р.Красненькая"", 5-й км"
656,24,"участок ж/д ""Петербургское шоссе-Волхонское шоссе"", 17-й км","участок ж/д ""Петербургское-Волхонское""17км",true,false,"""Петербургское шоссе-Волхонское шоссе"", 17-й км"
657,24,"участок ж/д ""р.Красненькая-Ленинский пр."", 5-й км","участок ж/д ""р.Красненькая-Ленинский"",5км",true,false,"""р.Красненькая-Ленинский пр."", 5-й км"
658,24,"участок ж/д ""Ленинский пр.- р.Дачная"", 6-й км","участок ж/д ""Ленинский пр.- р.Дачная"",6 км",true,false,"""Ленинский пр.- р.Дачная"", 6-й км"
659,24,"участок ж/д ""р.Дачная-пр.Маршала Жукова"", 9-й км","участок ж/д ""р.Дачная-Маршала Жукова"",9 км",true,false,"""р.Дачная-пр.Маршала Жукова"", 9-й км"
660,24,"участок ж/д ""дор. в Пулковское-Петербургское шоссе"", 15-й км","участок ж/д ""в Пулковское-Петербургск""15км",true,false,"""дор. в Пулковское-Петербургское шоссе"", 15-й км"
661,24,"участок ж/д ""р.Волковка-дор. в Пулковское"", 11-й км","участок ж/д ""р.Волковка-в Пулковское""11 км",true,false,"""р.Волковка-дор. в Пулковское"", 11-й км"
662,27,"территория предприятия ""Морской портовый комплекс""","территория предприятия ""Морской портовый комплекс""",true,true,"""Морской портовый комплекс"""
663,24,"участок ж/д ""Волхонское шоссе-Красносельское шоссе"", 21-й км","участок ж/д ""Волхонское-Красносельское""21к",true,false,"""Волхонское шоссе-Красносельское шоссе"", 21-й км"
664,38,"участок ЛЭП ""л С-7/15 110 кВ""","участок ЛЭП ""л С-7/15 110 кВ""",true,true,"""л С-7/15 110 кВ"""
665,38,"участок ЛЭП ""л Прг-2/3 110кВ""","участок ЛЭП ""л Прг-2/3 110кВ""",true,false,"""л Прг-2/3 110кВ"""
666,38,"участок ЛЭП ""Ол Мрн-3/5 110кВ""","участок ЛЭП ""Ол Мрн-3/5 110кВ""",true,false,"""Ол Мрн-3/5 110кВ"""
667,38,"участок ЛЭП ""л 205/220 220кВ""","участок ЛЭП ""л 205/220 220кВ""",true,true,"""л 205/220 220кВ"""
668,38,"участок ЛЭП ""л 207 220кВ""","участок ЛЭП ""л 207 220кВ""",true,true,"""л 207 220кВ"""
670,38,"участок ЛЭП ""л 220/221 220кВ""","участок ЛЭП ""л 220/221 220кВ""",true,true,"""л 220/221 220кВ"""
671,38,"участок ЛЭП ""л 205/220/221 220кВ""","участок ЛЭП ""л 205/220/221 220кВ""",true,false,"""л 205/220/221 220кВ"""
672,38,"участок ЛЭП ""л Швл 35 кВ""","участок ЛЭП ""л Швл 35 кВ""",true,true,"""л Швл 35 кВ"""
673,38,"участок ЛЭП ""л 221 220кВ""","участок ЛЭП ""л 221 220кВ""",true,true,"""л 221 220кВ"""
674,24,"участок ж/д ""Коннолахтинский пр.-Северо-Приморский парк"", 17-й км","участок ж/д ""Коннолахт.-Сев.Приморск.парк""",true,false,"""Коннолахтинский пр.-Северо-Приморский парк"", 17-й км"
675,24,"участок ж/д ""р.Ижора-р.Ижорка"", 20-й км","участок ж/д ""р.Ижора-р.Ижорка"", 20-й км",true,true,"""р.Ижора-р.Ижорка"", 20-й км"
676,24,"участок ж/д ""Дорожная ул.-р.Тосна"", 26-й км","участок ж/д ""Дорожная ул.-р.Тосна"",26-й км",true,false,"""Дорожная ул.-р.Тосна"", 26-й км"
677,24,"участок ж/д ""Черная речка-Торфяная дор."", 8-й км","участок ж/д ""Черная речка-Торфяная дор""8км",true,false,"""Черная речка-Торфяная дор."", 8-й км"
